number,name,activity,address,addressy,coordinates,metro,area,phone,site,status,time,reach,inventory,services,premises,cameras,others
17.023,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""","Футбол ОФП","ул. Бухарестская, д. 86, корп. 1","Ул. Бухарестская, участок 103 (у дома 86, корп. 1)",Array,"Метро пр-т Славы",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.024,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Малая Балканская, д. 60, корп. 1","Ул. Малая Балканская, участок 47 (у дома 60, корп. 1, литера А)",Array,"Дунайский прспект",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.025,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Пражская д. 13","Ул. Пражская, участок 20 (у дома 13)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"ОФП ""Подвижные игры"" Вт, Чт 16:00-17:00",Доступна,,,,,
17.026,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""","Футбол ОФП","ул. Софийская, д. 48, корп. 1","Ул. Софийская, участок 104 (у дома 48, корп. 1, литера А)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,,Доступна,,,,,
17.027,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Турку, д. 10, корп. 2,","Ул. Турку, участок 35 (у дома 10, корп. 2)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"Пн.(воркаут) 20:00-21:30 Скандинавская ходьба Пн, Ср 10:00-11:30",Доступна,,1,,,
17.028,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Турку д. 12, корп. 6","Ул. Турку, участок 36 (у дома 12, корп. 6)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.029,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Турку д. 19, корп. 1","Ул. Турку, участок 37 (у дома 19, корп. 1)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.030,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Ярослава Гашека, д. 8/22, корп. 1","Ул. Ярослава Гашека, участок 33 (у дома 8/22, корп. 1, литера А)",Array,"Дунайский прспект",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.031,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",Футбол,"Будапештская ул., д. 74, корп. 1","Будапештская улица, уч. 1 (внутриквартальный сквер на Будапештской улице, дом 74, корпус 1)",Array,"Дунайский прспект",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"Футбол во дворе Вт, Чт 16:00-17:00",Доступна,,,,,
17.032,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",Футбол,"Бухарестская ул., д. 39, корп. 1","Бухарестская улица, уч. 73 (у дома 39, корпус 1)",Array,"Метро пр-т Славы",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"ОФП ""Подвижные игры"" Пн, Ср, Пт 10:00-11:30",Доступна,,,,,
17.033,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""","Футбол ОФП","ул. Димитрова, д. 20, корп. 1","Димитрова улица, уч. 75 (севернее дома 20, корпус 1, по улице Димитрова)",Array,"Метро пр-т Славы",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.034,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"ул. Димитрова, д. 12, корп 2","Димитрова улица, участок 76 (восточнее дома 12, корпус 2 по улице Димитрова)",Array,"Метро пр-т Славы",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.035,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"Волковский пр., д. 134","Волковский проспект, участок 20 (западнее дома 134, литера А по Волковскому проспекту)",Array,Бухарестская,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.036,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",ОФП,"Ярослава Гашека ул., д. 26, корп. 1","Ярослава Гашека улица, участок 34, (у дома 26, корпус 1)",Array,"Дунайский прспект",Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
17.037,"СПб ГБУ ""Центр ФКСиЗ Фрунзенского района""",Футбол,"Бухарестская ул., д. 78","Бухарестская улица, участок 76 (у дома 78)",Array,Международная,Фрунзенский,246-26-29,Http://fizkult-frunz.ru/,Работающий,"8:00 - 21:00",Доступна,,,,,
